"key_select_address_to_proceed","Bạn phải lựa chọn một địa chỉ trước khi tiếp tục. Dịch vụ có thể thay đổi tuỳ thuộc vào khu vực của bạn."
"key_sign_in_message","Bạn cần đăng nhập để tiếp tục."
"key_minimum_charge_description","Đơn hàng cần vượt quá giá trị tối thiểu để tiếp tục
location_usage_description","Bạn luôn có thể nhìn thấy các dịch vụ và cửa hàng lân cận. Chúng tôi không lưu lại vị trí hiện tại của bạn."
"key_delete_account_confirmation_msg","Tài khoản của bạn đã được xóa thành công"
"key_delete_account_confirmation_msg","Tài khoản của bạn đã được xóa thành công."
"key_my_basket","Giỏ hàng của bạn"
"key_your_discount_of_will_be_applied","Giảm giá của bạn sẽ được áp dụng khi thanh toán."
"key_email_not_sent","Email của bạn chưa gửi thành công"
"key_favorites_placeholder","Các sản phẩm bạn yêu thích được lưu lại tại đây"
"key_email_placholder","@email.com của bạn"
"key_just_browse_text","Bạn đang ở chế độ xem nhanh!"
"key_you_have_been_referred","Bạn đã được một người bạn giới thiệu! Chúng tôi hy vọng sẽ đáp ứng được kỳ vọng của bạn ðŸ˜Š"
"key_some_unsaved_changes","Bạn có một số thay đổi chưa được lưu!"
"key_max_items_reached","Bạn đã đạt đến số lượng tối đa cho phép đối với mặt hàng này."
"key_zone","Khu vực"
"key_zone_is_required","Cần điền thông tin khu vực"
"key_zone_placholder","Tên khu vực/Số"
